order_id,date,year,month,weekday,item,category,quantity,unit_price,total_revenue,unit_cost,total_cost,total_profit,payment_method,waiter,channel
1111,2024-12-07,2024,12,5,Salad,Starter,2,36.87,73.74,16.59,33.18,40.56,Cash,Bruno,Takeaway
1112,2024-08-10,2024,8,5,Steak,Main,1,77.98,77.98,45.23,45.23,32.75,Cash,Bruno,Delivery
1113,2024-10-26,2024,10,5,Pizza,Main,1,51.9,51.9,25.95,25.95,25.95,Pix,Bruno,Dine-in
1114,2024-01-22,2024,1,0,Beer,Drink,3,15.66,46.98,7.05,21.15,25.83,Pix,Eduarda,Dine-in
1115,2024-07-09,2024,7,1,Pizza,Main,1,58.83,58.83,29.41,29.41,29.42,Credit Card,Bruno,Delivery
1116,2024-02-16,2024,2,4,Beer,Drink,3,12.17,36.51,5.48,16.44,20.07,Debit Card,Ana,Dine-in
1117,2024-07-01,2024,7,0,Pasta,Main,1,49.03,49.03,25.5,25.5,23.53,Cash,Bruno,Delivery
1118,2024-04-29,2024,4,0,Steak,Main,1,85.64,85.64,49.67,49.67,35.97,Debit Card,Diego,Takeaway
1119,2024-04-08,2024,4,0,Burger,Main,3,42.29,126.87,23.26,69.78,57.09,Pix,Carla,Takeaway
1120,2024-03-09,2024,3,5,Sushi,Main,1,65.45,65.45,39.27,39.27,26.18,Cash,Diego,Takeaway
1121,2024-08-12,2024,8,0,Soda,Drink,4,9.15,36.6,3.2,12.8,23.8,Debit Card,Eduarda,Takeaway
1122,2024-09-07,2024,9,5,Salad,Starter,1,24.21,24.21,10.89,10.89,13.32,Credit Card,Eduarda,Delivery
1123,2024-06-14,2024,6,4,Dessert,Dessert,5,28.39,141.95,11.92,59.6,82.35,Debit Card,Eduarda,Takeaway
1124,2024-03-23,2024,3,5,Pizza,Main,2,58.02,116.04,29.01,58.02,58.02,Credit Card,Diego,Delivery
1125,2024-05-14,2024,5,1,Soda,Drink,2,11.53,23.06,4.04,8.08,14.98,Debit Card,Diego,Dine-in
1126,2024-11-22,2024,11,4,Soda,Drink,3,11.05,33.15,3.87,11.61,21.54,Pix,Bruno,Dine-in
1127,2024-11-13,2024,11,2,Steak,Main,1,110.25,110.25,63.94,63.94,46.31,Credit Card,Carla,Takeaway
1128,2024-02-02,2024,2,4,Soda,Drink,3,10.27,30.81,3.59,10.77,20.04,Pix,Bruno,Takeaway
1129,2024-12-15,2024,12,6,Dessert,Dessert,1,28.11,28.11,11.81,11.81,16.3,Credit Card,Eduarda,Delivery
1130,2024-06-14,2024,6,4,Fries,Side,6,17.19,103.14,6.88,41.28,61.86,Debit Card,Ana,Dine-in
1131,2024-09-24,2024,9,1,Pizza,Main,2,68.9,137.8,34.45,68.9,68.9,Cash,Bruno,Dine-in
1132,2024-01-17,2024,1,2,Salad,Starter,1,29.83,29.83,13.42,13.42,16.41,Cash,Diego,Dine-in
1133,2024-02-20,2024,2,1,Burger,Main,2,34.99,69.98,19.24,38.48,31.5,Pix,Diego,Takeaway
1134,2024-11-15,2024,11,4,Beer,Drink,1,20.78,20.78,9.35,9.35,11.43,Debit Card,Ana,Delivery
1135,2024-04-23,2024,4,1,Beer,Drink,2,15.94,31.88,7.17,14.34,17.54,Cash,Ana,Dine-in
1136,2024-12-01,2024,12,6,Dessert,Dessert,5,28.28,141.4,11.88,59.4,82.0,Cash,Diego,Takeaway
1137,2024-02-01,2024,2,3,Steak,Main,1,72.83,72.83,42.24,42.24,30.59,Pix,Carla,Takeaway
1138,2024-01-30,2024,1,1,Beer,Drink,2,18.11,36.22,8.15,16.3,19.92,Debit Card,Eduarda,Dine-in
1139,2024-02-06,2024,2,1,Sushi,Main,2,75.46,150.92,45.28,90.56,60.36,Cash,Bruno,Takeaway
1140,2024-02-19,2024,2,0,Pizza,Main,2,63.23,126.46,31.61,63.22,63.24,Credit Card,Eduarda,Delivery
1141,2024-04-07,2024,4,6,Salad,Starter,3,23.69,71.07,10.66,31.98,39.09,Credit Card,Eduarda,Takeaway
1142,2024-04-01,2024,4,0,Soda,Drink,1,11.82,11.82,4.14,4.14,7.68,Pix,Ana,Takeaway
1143,2024-10-22,2024,10,1,Steak,Main,4,119.68,478.72,69.41,277.64,201.08,Pix,Diego,Dine-in
1144,2024-03-26,2024,3,1,Pasta,Main,2,55.52,111.04,28.87,57.74,53.3,Pix,Eduarda,Delivery
1145,2024-12-02,2024,12,0,Pasta,Main,1,47.16,47.16,24.52,24.52,22.64,Pix,Carla,Delivery
1146,2024-10-08,2024,10,1,Steak,Main,3,86.91,260.73,50.41,151.23,109.5,Debit Card,Diego,Takeaway
1147,2024-08-08,2024,8,3,Steak,Main,1,72.85,72.85,42.25,42.25,30.6,Credit Card,Eduarda,Takeaway
1148,2024-04-19,2024,4,4,Fries,Side,1,17.12,17.12,6.85,6.85,10.27,Debit Card,Carla,Delivery
1149,2024-08-17,2024,8,5,Fries,Side,2,18.73,37.46,7.49,14.98,22.48,Cash,Ana,Delivery
1150,2024-11-01,2024,11,4,Burger,Main,3,39.58,118.74,21.77,65.31,53.43,Credit Card,Carla,Dine-in
1151,2024-06-02,2024,6,6,Salad,Starter,5,24.81,124.05,11.16,55.8,68.25,Credit Card,Carla,Dine-in
1152,2024-12-19,2024,12,3,Sushi,Main,4,99.43,397.72,59.66,238.64,159.08,Credit Card,Ana,Dine-in
1153,2024-08-23,2024,8,4,Steak,Main,2,81.73,163.46,47.4,94.8,68.66,Credit Card,Bruno,Delivery
1154,2024-07-06,2024,7,5,Beer,Drink,3,13.93,41.79,6.27,18.81,22.98,Credit Card,Bruno,Delivery
1155,2024-06-02,2024,6,6,Pizza,Main,2,70.03,140.06,35.02,70.04,70.02,Pix,Eduarda,Dine-in
1156,2024-02-09,2024,2,4,Steak,Main,6,77.2,463.2,44.78,268.68,194.52,Pix,Bruno,Delivery
1157,2024-12-19,2024,12,3,Beer,Drink,2,20.38,40.76,9.17,18.34,22.42,Cash,Eduarda,Takeaway
1158,2024-06-02,2024,6,6,Burger,Main,2,38.67,77.34,21.27,42.54,34.8,Pix,Ana,Dine-in
1159,2024-06-20,2024,6,3,Steak,Main,1,96.24,96.24,55.82,55.82,40.42,Pix,Diego,Dine-in
1160,2024-04-26,2024,4,4,Beer,Drink,2,18.93,37.86,8.52,17.04,20.82,Cash,Diego,Dine-in
1161,2024-06-05,2024,6,2,Soda,Drink,3,9.39,28.17,3.29,9.87,18.3,Cash,Carla,Takeaway
1162,2024-10-16,2024,10,2,Pasta,Main,3,57.99,173.97,30.15,90.45,83.52,Debit Card,Eduarda,Takeaway
1163,2024-04-23,2024,4,1,Pasta,Main,1,47.44,47.44,24.67,24.67,22.77,Cash,Diego,Delivery
1164,2024-10-31,2024,10,3,Beer,Drink,1,17.99,17.99,8.1,8.1,9.89,Cash,Bruno,Delivery
1165,2024-05-28,2024,5,1,Fries,Side,3,18.06,54.18,7.22,21.66,32.52,Credit Card,Bruno,Delivery
1166,2024-02-12,2024,2,0,Dessert,Dessert,2,28.57,57.14,12.0,24.0,33.14,Cash,Eduarda,Delivery
1167,2024-05-14,2024,5,1,Pizza,Main,3,67.65,202.95,33.83,101.49,101.46,Pix,Eduarda,Delivery
1168,2024-12-23,2024,12,0,Pasta,Main,1,56.3,56.3,29.28,29.28,27.02,Credit Card,Diego,Takeaway
1169,2024-04-11,2024,4,3,Dessert,Dessert,2,22.23,44.46,9.34,18.68,25.78,Pix,Eduarda,Dine-in
1170,2024-10-14,2024,10,0,Beer,Drink,3,22.88,68.64,10.3,30.9,37.74,Credit Card,Bruno,Dine-in
1171,2024-05-16,2024,5,3,Fries,Side,2,25.19,50.38,10.08,20.16,30.22,Debit Card,Eduarda,Dine-in
1172,2024-02-27,2024,2,1,Fries,Side,2,22.33,44.66,8.93,17.86,26.8,Pix,Carla,Delivery
1173,2024-04-07,2024,4,6,Steak,Main,1,115.44,115.44,66.96,66.96,48.48,Debit Card,Eduarda,Takeaway
1174,2024-01-13,2024,1,5,Sushi,Main,3,83.94,251.82,50.36,151.08,100.74,Credit Card,Carla,Takeaway
1175,2024-08-14,2024,8,2,Beer,Drink,1,21.38,21.38,9.62,9.62,11.76,Credit Card,Diego,Dine-in
1176,2024-04-29,2024,4,0,Salad,Starter,3,32.19,96.57,14.49,43.47,53.1,Debit Card,Bruno,Takeaway
1177,2024-02-13,2024,2,1,Pizza,Main,1,70.56,70.56,35.28,35.28,35.28,Cash,Bruno,Takeaway
1178,2024-03-16,2024,3,5,Sushi,Main,5,90.03,450.15,54.02,270.1,180.05,Cash,Carla,Takeaway
1179,2024-02-26,2024,2,0,Sushi,Main,2,60.25,120.5,36.15,72.3,48.2,Pix,Diego,Dine-in
1180,2024-06-18,2024,6,1,Salad,Starter,2,35.78,71.56,16.1,32.2,39.36,Credit Card,Bruno,Takeaway
1181,2024-09-24,2024,9,1,Sushi,Main,3,68.77,206.31,41.26,123.78,82.53,Pix,Eduarda,Takeaway
1182,2024-03-13,2024,3,2,Burger,Main,1,30.43,30.43,16.74,16.74,13.69,Pix,Eduarda,Takeaway
1183,2024-09-26,2024,9,3,Burger,Main,2,37.73,75.46,20.75,41.5,33.96,Debit Card,Bruno,Dine-in
1184,2024-05-25,2024,5,5,Salad,Starter,3,27.32,81.96,12.29,36.87,45.09,Debit Card,Ana,Delivery
1185,2024-12-01,2024,12,6,Burger,Main,2,37.69,75.38,20.73,41.46,33.92,Cash,Diego,Takeaway
1186,2024-05-18,2024,5,5,Steak,Main,3,71.14,213.42,41.26,123.78,89.64,Cash,Ana,Delivery
1187,2024-11-28,2024,11,3,Fries,Side,2,24.52,49.04,9.81,19.62,29.42,Credit Card,Diego,Takeaway
1188,2024-12-29,2024,12,6,Pizza,Main,1,62.16,62.16,31.08,31.08,31.08,Debit Card,Diego,Takeaway
1189,2024-09-29,2024,9,6,Pizza,Main,2,71.61,143.22,35.8,71.6,71.62,Credit Card,Bruno,Takeaway
1190,2024-08-22,2024,8,3,Soda,Drink,3,12.6,37.8,4.41,13.23,24.57,Cash,Ana,Dine-in
1191,2024-09-28,2024,9,5,Sushi,Main,1,66.94,66.94,40.16,40.16,26.78,Debit Card,Diego,Delivery
1192,2024-03-21,2024,3,3,Burger,Main,3,28.5,85.5,15.68,47.04,38.46,Debit Card,Carla,Delivery
1193,2024-11-16,2024,11,5,Sushi,Main,1,64.02,64.02,38.41,38.41,25.61,Credit Card,Eduarda,Delivery
1194,2024-02-01,2024,2,3,Sushi,Main,2,84.55,169.1,50.73,101.46,67.64,Pix,Ana,Takeaway
1195,2024-05-23,2024,5,3,Salad,Starter,1,29.57,29.57,13.31,13.31,16.26,Credit Card,Carla,Delivery
1196,2024-12-02,2024,12,0,Pasta,Main,1,55.49,55.49,28.85,28.85,26.64,Cash,Diego,Takeaway
1197,2024-12-13,2024,12,4,Beer,Drink,2,13.3,26.6,5.99,11.98,14.62,Credit Card,Diego,Dine-in
1198,2024-10-20,2024,10,6,Pasta,Main,1,44.9,44.9,23.35,23.35,21.55,Pix,Carla,Takeaway
1199,2024-06-17,2024,6,0,Dessert,Dessert,2,23.54,47.08,9.89,19.78,27.3,Credit Card,Bruno,Takeaway
1200,2024-03-11,2024,3,0,Beer,Drink,3,19.05,57.15,8.57,25.71,31.44,Credit Card,Bruno,Delivery
1201,2024-12-18,2024,12,2,Soda,Drink,5,11.97,59.85,4.19,20.95,38.9,Credit Card,Diego,Dine-in
1202,2024-12-01,2024,12,6,Beer,Drink,2,18.66,37.32,8.4,16.8,20.52,Credit Card,Carla,Dine-in
1203,2024-10-12,2024,10,5,Soda,Drink,1,11.5,11.5,4.02,4.02,7.48,Cash,Bruno,Delivery
1204,2024-03-15,2024,3,4,Burger,Main,2,34.2,68.4,18.81,37.62,30.78,Debit Card,Diego,Delivery
1205,2024-06-04,2024,6,1,Dessert,Dessert,1,28.89,28.89,12.13,12.13,16.76,Debit Card,Bruno,Dine-in
1206,2024-02-24,2024,2,5,Pasta,Main,1,45.31,45.31,23.56,23.56,21.75,Credit Card,Ana,Takeaway
1207,2024-11-11,2024,11,0,Sushi,Main,1,61.73,61.73,37.04,37.04,24.69,Credit Card,Eduarda,Dine-in
1208,2024-04-28,2024,4,6,Burger,Main,3,32.92,98.76,18.11,54.33,44.43,Debit Card,Ana,Takeaway
1209,2024-09-01,2024,9,6,Pasta,Main,1,51.47,51.47,26.76,26.76,24.71,Pix,Carla,Dine-in
1210,2024-07-17,2024,7,2,Dessert,Dessert,1,30.72,30.72,12.9,12.9,17.82,Pix,Bruno,Dine-in
1211,2024-04-08,2024,4,0,Salad,Starter,1,26.43,26.43,11.89,11.89,14.54,Cash,Diego,Dine-in
1212,2024-05-18,2024,5,5,Fries,Side,1,17.15,17.15,6.86,6.86,10.29,Credit Card,Bruno,Dine-in
1213,2024-02-03,2024,2,5,Pasta,Main,1,52.36,52.36,27.23,27.23,25.13,Pix,Eduarda,Delivery
1214,2024-12-18,2024,12,2,Steak,Main,3,74.21,222.63,43.04,129.12,93.51,Pix,Bruno,Delivery
1215,2024-07-26,2024,7,4,Burger,Main,3,30.42,91.26,16.73,50.19,41.07,Pix,Carla,Delivery
1216,2024-11-09,2024,11,5,Beer,Drink,1,21.95,21.95,9.88,9.88,12.07,Cash,Eduarda,Dine-in
1217,2024-08-19,2024,8,0,Dessert,Dessert,5,25.37,126.85,10.66,53.3,73.55,Cash,Bruno,Takeaway
1218,2024-10-02,2024,10,2,Fries,Side,1,18.92,18.92,7.57,7.57,11.35,Cash,Eduarda,Delivery
1219,2024-09-21,2024,9,5,Burger,Main,1,35.45,35.45,19.5,19.5,15.95,Credit Card,Carla,Delivery
1220,2024-07-22,2024,7,0,Sushi,Main,1,86.35,86.35,51.81,51.81,34.54,Debit Card,Diego,Dine-in
1221,2024-08-04,2024,8,6,Sushi,Main,3,78.71,236.13,47.23,141.69,94.44,Cash,Eduarda,Dine-in
1222,2024-08-25,2024,8,6,Dessert,Dessert,1,25.85,25.85,10.86,10.86,14.99,Cash,Eduarda,Dine-in
1223,2024-04-02,2024,4,1,Beer,Drink,1,16.1,16.1,7.25,7.25,8.85,Credit Card,Diego,Delivery
1224,2024-06-14,2024,6,4,Dessert,Dessert,3,22.06,66.18,9.27,27.81,38.37,Cash,Bruno,Delivery
1225,2024-10-29,2024,10,1,Salad,Starter,2,25.94,51.88,11.67,23.34,28.54,Pix,Ana,Delivery
1226,2024-06-14,2024,6,4,Pasta,Main,1,56.79,56.79,29.53,29.53,27.26,Cash,Ana,Dine-in
1227,2024-12-27,2024,12,4,Dessert,Dessert,2,32.14,64.28,13.5,27.0,37.28,Debit Card,Ana,Takeaway
1228,2024-12-28,2024,12,5,Fries,Side,1,22.97,22.97,9.19,9.19,13.78,Credit Card,Diego,Takeaway
1229,2024-07-13,2024,7,5,Burger,Main,5,42.89,214.45,23.59,117.95,96.5,Credit Card,Carla,Takeaway
1230,2024-12-03,2024,12,1,Pasta,Main,2,48.73,97.46,25.34,50.68,46.78,Credit Card,Bruno,Dine-in
1231,2024-12-30,2024,12,0,Burger,Main,3,32.49,97.47,17.87,53.61,43.86,Pix,Carla,Delivery
1232,2024-08-16,2024,8,4,Sushi,Main,1,66.02,66.02,39.61,39.61,26.41,Credit Card,Ana,Dine-in
1233,2024-04-13,2024,4,5,Burger,Main,3,37.84,113.52,20.81,62.43,51.09,Debit Card,Ana,Delivery
1234,2024-09-11,2024,9,2,Dessert,Dessert,2,21.59,43.18,9.07,18.14,25.04,Cash,Eduarda,Delivery
1235,2024-05-01,2024,5,2,Salad,Starter,3,24.05,72.15,10.82,32.46,39.69,Pix,Diego,Delivery
1236,2024-08-14,2024,8,2,Pizza,Main,1,68.97,68.97,34.48,34.48,34.49,Cash,Bruno,Takeaway
1237,2024-05-22,2024,5,2,Beer,Drink,1,18.67,18.67,8.4,8.4,10.27,Credit Card,Ana,Dine-in
1238,2024-03-16,2024,3,5,Burger,Main,1,29.61,29.61,16.29,16.29,13.32,Debit Card,Ana,Dine-in
1239,2024-01-17,2024,1,2,Beer,Drink,1,12.95,12.95,5.83,5.83,7.12,Debit Card,Carla,Dine-in
1240,2024-01-26,2024,1,4,Pizza,Main,1,59.85,59.85,29.93,29.93,29.92,Pix,Bruno,Dine-in
1241,2024-12-10,2024,12,1,Sushi,Main,3,72.4,217.2,43.44,130.32,86.88,Credit Card,Diego,Takeaway
1242,2024-10-23,2024,10,2,Steak,Main,4,112.67,450.68,65.35,261.4,189.28,Cash,Ana,Delivery
1243,2024-06-14,2024,6,4,Steak,Main,2,76.84,153.68,44.57,89.14,64.54,Pix,Ana,Delivery
1244,2024-10-08,2024,10,1,Pizza,Main,4,71.98,287.92,35.99,143.96,143.96,Debit Card,Diego,Dine-in
1245,2024-03-03,2024,3,6,Sushi,Main,1,57.77,57.77,34.66,34.66,23.11,Debit Card,Eduarda,Delivery
1246,2024-09-25,2024,9,2,Salad,Starter,3,26.42,79.26,11.89,35.67,43.59,Credit Card,Eduarda,Dine-in
1247,2024-02-25,2024,2,6,Beer,Drink,2,21.88,43.76,9.85,19.7,24.06,Cash,Diego,Takeaway
1248,2024-12-18,2024,12,2,Beer,Drink,3,22.73,68.19,10.23,30.69,37.5,Debit Card,Diego,Takeaway
1249,2024-06-11,2024,6,1,Sushi,Main,5,74.93,374.65,44.96,224.8,149.85,Debit Card,Bruno,Takeaway
1250,2024-10-15,2024,10,1,Dessert,Dessert,2,29.41,58.82,12.35,24.7,34.12,Pix,Diego,Dine-in
1251,2024-11-08,2024,11,4,Salad,Starter,3,29.09,87.27,13.09,39.27,48.0,Debit Card,Bruno,Dine-in
1252,2024-03-01,2024,3,4,Burger,Main,2,37.38,74.76,20.56,41.12,33.64,Pix,Ana,Takeaway
1253,2024-04-16,2024,4,1,Beer,Drink,2,14.37,28.74,6.47,12.94,15.8,Pix,Diego,Dine-in
1254,2024-06-19,2024,6,2,Steak,Main,4,79.76,319.04,46.26,185.04,134.0,Credit Card,Ana,Takeaway
1255,2024-04-13,2024,4,5,Sushi,Main,2,92.99,185.98,55.79,111.58,74.4,Debit Card,Ana,Delivery
1256,2024-06-02,2024,6,6,Soda,Drink,1,10.12,10.12,3.54,3.54,6.58,Debit Card,Ana,Dine-in
1257,2024-12-17,2024,12,1,Steak,Main,1,82.22,82.22,47.69,47.69,34.53,Debit Card,Diego,Takeaway
1258,2024-10-18,2024,10,4,Beer,Drink,3,13.19,39.57,5.94,17.82,21.75,Cash,Bruno,Dine-in
1259,2024-06-18,2024,6,1,Steak,Main,1,98.84,98.84,57.33,57.33,41.51,Pix,Diego,Dine-in
1260,2024-11-26,2024,11,1,Pasta,Main,4,54.92,219.68,28.56,114.24,105.44,Pix,Bruno,Takeaway
1261,2024-08-23,2024,8,4,Soda,Drink,1,11.14,11.14,3.9,3.9,7.24,Debit Card,Diego,Delivery
1262,2024-01-29,2024,1,0,Soda,Drink,1,11.66,11.66,4.08,4.08,7.58,Debit Card,Eduarda,Takeaway
1263,2024-12-13,2024,12,4,Steak,Main,3,89.36,268.08,51.83,155.49,112.59,Cash,Bruno,Takeaway
1264,2024-12-16,2024,12,0,Steak,Main,2,120.62,241.24,69.96,139.92,101.32,Debit Card,Ana,Dine-in
1265,2024-05-23,2024,5,3,Burger,Main,2,40.1,80.2,22.06,44.12,36.08,Debit Card,Diego,Takeaway
1266,2024-09-30,2024,9,0,Pasta,Main,3,44.14,132.42,22.95,68.85,63.57,Pix,Bruno,Takeaway
1267,2024-02-29,2024,2,3,Sushi,Main,1,64.3,64.3,38.58,38.58,25.72,Debit Card,Ana,Delivery
1268,2024-07-30,2024,7,1,Pizza,Main,4,57.2,228.8,28.6,114.4,114.4,Pix,Bruno,Delivery
1269,2024-08-19,2024,8,0,Sushi,Main,2,88.03,176.06,52.82,105.64,70.42,Credit Card,Eduarda,Delivery
1270,2024-03-30,2024,3,5,Pizza,Main,1,47.5,47.5,23.75,23.75,23.75,Debit Card,Ana,Dine-in
1271,2024-02-17,2024,2,5,Dessert,Dessert,3,21.86,65.58,9.18,27.54,38.04,Cash,Diego,Takeaway
1272,2024-03-19,2024,3,1,Salad,Starter,6,27.4,164.4,12.33,73.98,90.42,Debit Card,Diego,Takeaway
1273,2024-09-25,2024,9,2,Sushi,Main,3,86.48,259.44,51.89,155.67,103.77,Debit Card,Bruno,Dine-in
1274,2024-09-21,2024,9,5,Pasta,Main,1,47.99,47.99,24.95,24.95,23.04,Credit Card,Ana,Delivery
1275,2024-07-17,2024,7,2,Soda,Drink,1,11.71,11.71,4.1,4.1,7.61,Cash,Ana,Delivery
1276,2024-01-23,2024,1,1,Beer,Drink,2,16.44,32.88,7.4,14.8,18.08,Cash,Carla,Delivery
1277,2024-01-24,2024,1,2,Pizza,Main,4,62.07,248.28,31.04,124.16,124.12,Debit Card,Ana,Takeaway
1278,2024-06-08,2024,6,5,Salad,Starter,1,32.69,32.69,14.71,14.71,17.98,Debit Card,Bruno,Dine-in
1279,2024-05-26,2024,5,6,Sushi,Main,2,76.37,152.74,45.82,91.64,61.1,Debit Card,Diego,Takeaway
1280,2024-03-01,2024,3,4,Sushi,Main,2,78.14,156.28,46.88,93.76,62.52,Credit Card,Bruno,Delivery
1281,2024-02-28,2024,2,2,Burger,Main,2,42.15,84.3,23.18,46.36,37.94,Cash,Bruno,Takeaway
1282,2024-06-28,2024,6,4,Soda,Drink,1,10.33,10.33,3.62,3.62,6.71,Debit Card,Carla,Dine-in
1283,2024-12-26,2024,12,3,Sushi,Main,2,63.93,127.86,38.36,76.72,51.14,Credit Card,Bruno,Dine-in
1284,2024-06-08,2024,6,5,Beer,Drink,1,17.65,17.65,7.94,7.94,9.71,Debit Card,Eduarda,Delivery
1285,2024-01-26,2024,1,4,Pasta,Main,1,50.98,50.98,26.51,26.51,24.47,Cash,Diego,Takeaway
1286,2024-01-26,2024,1,4,Pizza,Main,1,46.36,46.36,23.18,23.18,23.18,Pix,Ana,Dine-in
1287,2024-08-06,2024,8,1,Fries,Side,1,24.46,24.46,9.78,9.78,14.68,Credit Card,Eduarda,Takeaway
1288,2024-11-18,2024,11,0,Dessert,Dessert,2,19.85,39.7,8.34,16.68,23.02,Debit Card,Carla,Delivery
1289,2024-04-11,2024,4,3,Soda,Drink,1,9.9,9.9,3.46,3.46,6.44,Cash,Diego,Takeaway
1290,2024-03-08,2024,3,4,Pizza,Main,2,59.34,118.68,29.67,59.34,59.34,Pix,Ana,Delivery
1291,2024-06-07,2024,6,4,Dessert,Dessert,1,22.55,22.55,9.47,9.47,13.08,Pix,Bruno,Dine-in
1292,2024-03-14,2024,3,3,Beer,Drink,1,15.92,15.92,7.16,7.16,8.76,Debit Card,Carla,Delivery
1293,2024-04-03,2024,4,2,Steak,Main,5,109.37,546.85,63.43,317.15,229.7,Debit Card,Diego,Delivery
1294,2024-01-16,2024,1,1,Pizza,Main,3,64.15,192.45,32.08,96.24,96.21,Pix,Ana,Delivery
1295,2024-09-02,2024,9,0,Dessert,Dessert,1,22.99,22.99,9.66,9.66,13.33,Credit Card,Carla,Delivery
1296,2024-11-05,2024,11,1,Beer,Drink,3,18.0,54.0,8.1,24.3,29.7,Credit Card,Eduarda,Dine-in
1297,2024-07-26,2024,7,4,Pizza,Main,3,57.82,173.46,28.91,86.73,86.73,Debit Card,Eduarda,Takeaway
1298,2024-02-06,2024,2,1,Sushi,Main,3,56.09,168.27,33.65,100.95,67.32,Pix,Diego,Takeaway
1299,2024-07-30,2024,7,1,Salad,Starter,2,32.32,64.64,14.54,29.08,35.56,Credit Card,Eduarda,Dine-in
1300,2024-09-03,2024,9,1,Fries,Side,5,21.94,109.7,8.78,43.9,65.8,Cash,Carla,Dine-in
1301,2024-12-21,2024,12,5,Beer,Drink,1,14.35,14.35,6.46,6.46,7.89,Pix,Diego,Takeaway
1302,2024-06-24,2024,6,0,Soda,Drink,3,12.08,36.24,4.23,12.69,23.55,Credit Card,Bruno,Takeaway
1303,2024-12-08,2024,12,6,Pizza,Main,1,72.78,72.78,36.39,36.39,36.39,Pix,Ana,Takeaway
1304,2024-11-01,2024,11,4,Dessert,Dessert,1,27.1,27.1,11.38,11.38,15.72,Debit Card,Eduarda,Dine-in
1305,2024-08-15,2024,8,3,Pasta,Main,1,47.43,47.43,24.66,24.66,22.77,Debit Card,Diego,Dine-in
1306,2024-11-02,2024,11,5,Pizza,Main,1,79.56,79.56,39.78,39.78,39.78,Pix,Carla,Delivery
1307,2024-11-26,2024,11,1,Burger,Main,3,33.09,99.27,18.2,54.6,44.67,Cash,Bruno,Dine-in
1308,2024-10-24,2024,10,3,Burger,Main,3,30.34,91.02,16.69,50.07,40.95,Credit Card,Bruno,Delivery
1309,2024-09-29,2024,9,6,Sushi,Main,3,81.11,243.33,48.67,146.01,97.32,Pix,Eduarda,Takeaway
1310,2024-08-16,2024,8,4,Salad,Starter,6,35.87,215.22,16.14,96.84,118.38,Credit Card,Carla,Delivery
1311,2024-10-18,2024,10,4,Sushi,Main,3,72.66,217.98,43.6,130.8,87.18,Pix,Carla,Dine-in
1312,2024-10-25,2024,10,4,Burger,Main,1,41.74,41.74,22.96,22.96,18.78,Pix,Bruno,Delivery
1313,2024-02-01,2024,2,3,Steak,Main,1,86.9,86.9,50.4,50.4,36.5,Cash,Ana,Takeaway
1314,2024-10-13,2024,10,6,Steak,Main,6,126.55,759.3,73.4,440.4,318.9,Cash,Carla,Dine-in
1315,2024-04-30,2024,4,1,Fries,Side,2,24.32,48.64,9.73,19.46,29.18,Pix,Carla,Takeaway
1316,2024-07-14,2024,7,6,Fries,Side,3,19.05,57.15,7.62,22.86,34.29,Pix,Diego,Takeaway
1317,2024-04-18,2024,4,3,Pasta,Main,1,55.63,55.63,28.93,28.93,26.7,Pix,Bruno,Dine-in
1318,2024-10-11,2024,10,4,Fries,Side,1,19.12,19.12,7.65,7.65,11.47,Debit Card,Diego,Dine-in
1319,2024-05-27,2024,5,0,Pasta,Main,1,47.29,47.29,24.59,24.59,22.7,Credit Card,Ana,Dine-in
1320,2024-11-27,2024,11,2,Burger,Main,1,38.8,38.8,21.34,21.34,17.46,Credit Card,Diego,Takeaway
1321,2024-08-11,2024,8,6,Pasta,Main,3,53.66,160.98,27.9,83.7,77.28,Cash,Bruno,Takeaway
1322,2024-07-31,2024,7,2,Dessert,Dessert,1,25.18,25.18,10.58,10.58,14.6,Pix,Eduarda,Dine-in
1323,2024-08-20,2024,8,1,Soda,Drink,1,11.32,11.32,3.96,3.96,7.36,Pix,Eduarda,Delivery
1324,2024-07-15,2024,7,0,Steak,Main,4,88.93,355.72,51.58,206.32,149.4,Credit Card,Bruno,Delivery
1325,2024-11-05,2024,11,1,Burger,Main,4,38.61,154.44,21.24,84.96,69.48,Pix,Bruno,Takeaway
1326,2024-09-13,2024,9,4,Sushi,Main,1,98.94,98.94,59.36,59.36,39.58,Pix,Eduarda,Takeaway
1327,2024-07-06,2024,7,5,Burger,Main,1,41.73,41.73,22.95,22.95,18.78,Cash,Eduarda,Delivery
1328,2024-12-26,2024,12,3,Steak,Main,2,102.77,205.54,59.61,119.22,86.32,Cash,Eduarda,Delivery
1329,2024-12-19,2024,12,3,Pizza,Main,1,75.21,75.21,37.6,37.6,37.61,Credit Card,Eduarda,Delivery
1330,2024-08-26,2024,8,0,Soda,Drink,2,12.51,25.02,4.38,8.76,16.26,Cash,Eduarda,Takeaway
1331,2024-02-15,2024,2,3,Salad,Starter,1,33.49,33.49,15.07,15.07,18.42,Pix,Ana,Takeaway
1332,2024-11-20,2024,11,2,Soda,Drink,2,9.12,18.24,3.19,6.38,11.86,Debit Card,Eduarda,Dine-in
1333,2024-06-24,2024,6,0,Soda,Drink,1,9.25,9.25,3.24,3.24,6.01,Cash,Diego,Delivery
